store_id,first_name,rating,created_at
3,Steven,2.0,29-01-2023 19:59:15
1,Kimberly,5.0,22-05-2023 11:00:06
4,David,1.0,10-06-2023 19:25:31
3,Thomas,3.0,10-04-2023 10:43:32
1,Sandra,4.0,13-06-2023 12:02:35
5,Andrew,2.0,25-04-2023 05:18:59
1,Amber,3.0,22-04-2023 02:18:17
4,Rachael,1.0,04-04-2023 00:43:29
2,Kevin,4.0,12-03-2023 11:39:40
3,Matthew,4.0,28-03-2023 02:43:18
2,Monica,2.0,28-01-2023 15:43:33
4,Michael,5.0,02-05-2023 15:06:05
1,Timothy,5.0,29-05-2023 11:40:19
1,Ryan,4.0,07-03-2023 04:58:18
3,Melinda,5.0,06-05-2023 22:15:34
4,Anthony,2.0,03-02-2023 02:38:41
3,Kimberly,2.0,11-03-2023 14:56:43
5,Tammie,5.0,12-06-2023 07:01:27
2,Jennifer,1.0,22-04-2023 05:43:49
2,Anthony,1.0,09-04-2023 10:00:29
2,Christopher,1.0,01-05-2023 15:30:44
4,Elizabeth,2.0,23-01-2023 14:54:27
1,Christine,5.0,28-03-2023 06:00:02
4,Tara,1.0,24-04-2023 02:33:05
3,Matthew,4.0,03-01-2023 21:14:21
3,Michelle,3.0,28-05-2023 21:50:31
5,Erin,5.0,12-05-2023 02:58:41
5,Keith,3.0,29-01-2023 00:29:49
5,Joshua,1.0,31-01-2023 03:26:04
5,Sara,4.0,12-03-2023 12:34:37
3,John,1.0,18-03-2023 08:16:49
2,Brittany,4.0,09-01-2023 09:46:59
3,Jennifer,1.0,31-05-2023 07:04:32
1,Patricia,4.0,12-04-2023 14:29:13
4,Shannon,1.0,28-02-2023 05:10:31
3,Allison,2.0,19-02-2023 09:57:57
2,Autumn,4.0,26-03-2023 02:07:55
2,Robert,1.0,17-06-2023 11:31:57
5,Natasha,1.0,31-01-2023 17:12:13
1,Patricia,1.0,14-04-2023 12:49:01
3,Mitchell,1.0,06-06-2023 16:21:55
5,Eric,1.0,31-05-2023 06:35:14
2,Melissa,1.0,27-02-2023 00:52:17
3,Anthony,3.0,28-03-2023 07:47:05
2,Jacqueline,2.0,08-01-2023 20:44:38
3,Michael,4.0,27-04-2023 13:44:34
3,Linda,1.0,13-05-2023 04:25:40
1,Eric,3.0,21-02-2023 19:55:19
4,Robert,5.0,26-02-2023 12:40:02
2,Ann,4.0,26-06-2023 23:52:07
3,Elizabeth,1.0,04-01-2023 09:00:16
3,Kimberly,2.0,29-03-2023 03:14:59
1,Elizabeth,3.0,14-02-2023 12:17:07
3,Brenda,1.0,06-06-2023 15:00:48
3,Cheyenne,5.0,18-05-2023 18:38:27
2,Samantha,3.0,27-05-2023 14:10:25
2,Karen,3.0,28-03-2023 21:02:20
1,Alicia,4.0,27-03-2023 22:06:22
3,Brandi,1.0,14-05-2023 11:17:16
2,Jessica,5.0,14-01-2023 09:22:34
4,Anne,5.0,09-02-2023 01:11:04
1,Lisa,4.0,21-06-2023 05:59:59
4,Erik,5.0,25-05-2023 17:33:15
4,Susan,5.0,30-05-2023 04:46:14
3,Catherine,3.0,04-03-2023 11:06:39
2,Heather,1.0,27-03-2023 01:28:49
1,Cole,3.0,17-06-2023 03:25:27
4,David,3.0,09-06-2023 20:49:05
2,Madeline,3.0,06-01-2023 12:19:27
5,Kevin,3.0,13-06-2023 22:45:32
2,Robert,5.0,14-04-2023 10:02:32
4,Caitlin,4.0,17-06-2023 07:59:52
1,Edward,5.0,29-04-2023 11:50:39
3,Jamie,3.0,04-01-2023 07:51:26
5,Kristin,2.0,06-04-2023 20:05:06
2,Natasha,1.0,15-04-2023 13:24:11
2,Lori,2.0,08-05-2023 22:34:10
5,Melissa,2.0,17-04-2023 14:08:10
3,Justin,5.0,30-03-2023 08:25:45
4,Andrew,2.0,04-01-2023 14:10:55
2,Scott,5.0,11-02-2023 03:57:06
2,Gregory,3.0,01-06-2023 03:54:30
2,George,1.0,16-02-2023 22:08:30
4,Felicia,3.0,16-05-2023 23:19:18
2,Andrea,5.0,24-01-2023 13:04:06
2,Jennifer,4.0,21-01-2023 01:45:20
5,Kristi,4.0,30-03-2023 08:46:49
4,Melanie,2.0,07-03-2023 00:53:05
1,Terri,2.0,28-05-2023 21:26:18
1,Brittany,5.0,09-06-2023 14:03:23
4,Christopher,2.0,05-04-2023 17:31:53
1,Joy,1.0,18-04-2023 00:13:39
5,Isaac,4.0,23-04-2023 00:15:05
3,Michelle,3.0,17-04-2023 05:28:21
1,Heather,3.0,02-02-2023 07:13:56
4,Whitney,2.0,10-05-2023 10:44:37
1,Kathy,1.0,24-04-2023 01:16:36
1,Leon,3.0,25-05-2023 11:08:16
3,Anthony,4.0,23-02-2023 22:40:10
5,Stacie,5.0,19-06-2023 10:24:47
5,John,3.0,07-04-2023 02:41:18
5,Calvin,4.0,27-06-2023 04:04:27
3,Stephen,3.0,27-04-2023 13:11:18
1,James,3.0,28-06-2023 03:43:09
5,Rachel,3.0,02-01-2023 10:21:45
2,Denise,5.0,23-06-2023 20:08:28
4,Laurie,2.0,22-04-2023 13:32:06
4,Brett,2.0,10-05-2023 02:13:20
5,Jeremiah,1.0,03-02-2023 13:10:39
5,William,4.0,28-03-2023 10:26:18
2,Kathryn,2.0,30-04-2023 06:22:25
2,Janet,5.0,05-04-2023 12:53:14
3,Kathryn,1.0,01-03-2023 08:39:41
2,Shelby,3.0,16-05-2023 20:58:33
1,George,4.0,12-03-2023 19:43:00
1,Cynthia,2.0,28-06-2023 01:24:47
2,Michele,4.0,30-05-2023 05:06:39
5,Darrell,3.0,06-02-2023 06:43:50
3,Ralph,4.0,01-02-2023 14:52:25
1,Christopher,2.0,30-01-2023 04:53:09
4,Danielle,4.0,16-05-2023 01:54:23
3,Gregory,3.0,11-02-2023 14:11:21
3,Tiffany,1.0,15-06-2023 18:57:16
5,Andrea,3.0,11-02-2023 07:08:41
2,Dawn,4.0,16-05-2023 00:34:15
5,Heather,2.0,08-05-2023 08:58:27
5,Brian,4.0,13-05-2023 05:05:14
5,Beth,5.0,09-02-2023 02:42:02
4,Micheal,5.0,29-04-2023 09:05:29
3,Joshua,2.0,19-05-2023 13:16:02
4,Elizabeth,1.0,25-01-2023 19:15:09
3,Christy,1.0,13-01-2023 01:52:35
3,Richard,2.0,05-06-2023 16:31:09
1,Pedro,1.0,10-01-2023 05:14:42
3,Anthony,5.0,06-06-2023 12:57:57
2,Sean,2.0,09-04-2023 20:17:54
2,Todd,1.0,10-02-2023 22:17:30
3,Christopher,4.0,19-03-2023 23:25:30
3,Nancy,5.0,13-04-2023 19:39:07
2,Christopher,5.0,22-04-2023 02:31:23
2,Zachary,3.0,24-04-2023 17:53:51
3,Mark,5.0,30-05-2023 05:47:31
1,David,3.0,14-01-2023 02:10:53
3,Mark,4.0,25-05-2023 22:47:53
4,Margaret,3.0,25-05-2023 16:18:29
1,Anna,5.0,24-04-2023 07:00:44
4,Laurie,1.0,14-05-2023 23:13:38
3,Mary,3.0,10-05-2023 02:33:55
1,Tom,3.0,08-06-2023 08:41:38
2,Marcus,1.0,21-01-2023 06:39:01
4,Valerie,3.0,20-04-2023 09:50:01
4,Elizabeth,5.0,28-05-2023 21:11:09
1,Robert,3.0,21-05-2023 19:52:09
2,Latoya,1.0,23-05-2023 23:59:24
1,Robert,3.0,21-03-2023 18:48:05
3,Brent,5.0,07-01-2023 14:34:33
1,Karen,3.0,28-05-2023 07:36:42
3,Tanya,3.0,05-04-2023 22:59:09
3,Jennifer,1.0,02-02-2023 05:55:00
2,Nicole,1.0,24-04-2023 07:17:36
5,Amanda,3.0,17-05-2023 03:57:40
2,Monica,3.0,30-06-2023 13:33:31
3,Michael,3.0,07-02-2023 08:19:30
1,Jeffrey,1.0,10-04-2023 03:16:16
3,Lisa,2.0,21-01-2023 11:57:38
1,Wendy,2.0,02-03-2023 10:11:04
2,George,4.0,26-06-2023 06:09:04
3,Rebecca,4.0,13-05-2023 20:31:32
3,Rachel,2.0,04-04-2023 09:34:09
2,Michael,1.0,13-01-2023 06:43:01
5,Brenda,5.0,18-06-2023 16:26:22
2,Jesse,5.0,09-01-2023 03:09:03
5,Peter,1.0,19-02-2023 19:53:08
1,Steven,2.0,29-04-2023 13:42:55
4,Joseph,2.0,15-04-2023 03:09:15
1,Lauren,3.0,25-04-2023 23:27:25
5,Sarah,5.0,27-04-2023 14:58:47
3,Tracy,2.0,05-03-2023 12:14:56
2,Stacey,2.0,08-02-2023 13:41:40
2,Tyler,5.0,18-03-2023 07:43:44
1,Brett,1.0,28-03-2023 18:20:03
1,Tracy,4.0,03-05-2023 15:35:04
2,Thomas,2.0,13-06-2023 21:46:08
2,Sara,4.0,17-01-2023 12:55:55
5,Mary,4.0,20-05-2023 19:54:39
5,Tyler,2.0,17-05-2023 21:46:03
5,Jeffrey,1.0,07-01-2023 21:55:02
1,Amy,4.0,07-02-2023 06:54:01
4,Dale,1.0,16-02-2023 08:16:01
4,Shannon,3.0,26-02-2023 10:37:04
3,Laura,5.0,27-05-2023 13:10:42
4,Jeffrey,5.0,17-01-2023 22:08:58
1,Douglas,2.0,16-04-2023 08:55:30
2,Tammy,5.0,01-05-2023 05:13:25
2,Destiny,1.0,28-06-2023 01:06:17
3,Brittany,1.0,30-06-2023 06:17:48
1,Michael,1.0,05-05-2023 06:14:31
5,Jose,3.0,05-06-2023 07:20:33
1,Debbie,1.0,08-04-2023 16:14:38
4,Stephanie,3.0,07-03-2023 20:47:57
3,Katherine,3.0,20-01-2023 15:37:42
3,Christopher,1.0,11-06-2023 02:23:47
3,Dylan,3.0,24-02-2023 06:56:54
3,Sheri,1.0,09-05-2023 22:32:48
2,Ashley,5.0,30-03-2023 06:04:26
1,William,2.0,10-03-2023 00:01:58
2,Vanessa,3.0,26-06-2023 03:50:04
1,Elizabeth,1.0,10-01-2023 21:11:35
4,John,4.0,18-06-2023 12:08:24
5,Kelly,5.0,18-05-2023 12:39:14
4,Tiffany,5.0,15-01-2023 16:52:09
4,Rodney,5.0,24-01-2023 12:09:23
3,Amy,1.0,01-06-2023 20:55:36
3,Michael,2.0,29-04-2023 22:39:18
5,Michelle,4.0,14-05-2023 12:04:02
5,Mark,2.0,26-04-2023 02:11:23
4,Julie,4.0,07-04-2023 19:54:47
4,Lori,5.0,15-05-2023 17:01:34
5,Crystal,3.0,26-02-2023 18:45:24
5,Micheal,5.0,05-02-2023 14:13:07
5,Kenneth,2.0,11-05-2023 10:37:18
4,Jessica,3.0,29-05-2023 11:27:46
5,Charles,5.0,21-06-2023 14:39:10
2,Jason,2.0,22-06-2023 13:42:00
5,Jennifer,1.0,04-06-2023 00:25:59
4,Diana,4.0,23-04-2023 06:42:57
2,Joshua,2.0,14-03-2023 08:44:31
5,Richard,2.0,14-02-2023 02:02:42
1,Michael,1.0,25-03-2023 06:14:54
1,Jimmy,2.0,02-03-2023 02:57:19
4,Matthew,5.0,28-06-2023 09:58:06
5,Stephanie,3.0,22-05-2023 08:48:58
3,Garrett,2.0,24-01-2023 19:36:58
3,James,2.0,25-04-2023 01:55:50
3,Michael,4.0,31-01-2023 22:22:17
1,Stephanie,2.0,24-04-2023 17:00:42
1,Christopher,5.0,25-06-2023 16:08:24
2,Jeffrey,3.0,03-03-2023 21:32:53
1,Paula,1.0,01-01-2023 18:27:15
1,Sarah,3.0,18-06-2023 04:56:59
4,Ana,2.0,05-06-2023 14:21:29
3,Lynn,4.0,20-06-2023 17:16:22
2,Amber,1.0,26-05-2023 10:50:18
1,Kristi,5.0,03-06-2023 02:33:21
2,Megan,3.0,09-04-2023 18:19:28
1,David,4.0,07-04-2023 09:26:18
5,Miranda,5.0,13-02-2023 13:01:53
5,Krista,4.0,15-03-2023 12:14:01
2,Cindy,2.0,09-02-2023 20:23:04
3,Sarah,5.0,20-01-2023 19:38:49
4,Paul,2.0,07-02-2023 04:18:27
1,Andrew,2.0,17-01-2023 00:59:00
1,Stephen,3.0,21-02-2023 22:40:51
2,Anthony,1.0,25-01-2023 13:49:07
5,Debra,4.0,14-01-2023 22:04:57
4,Richard,4.0,16-02-2023 11:27:54
2,Thomas,5.0,23-01-2023 12:34:36
3,Vincent,4.0,05-04-2023 14:16:27
5,Brandi,4.0,23-03-2023 09:37:18
4,Arthur,5.0,09-02-2023 04:29:28
3,Marc,2.0,02-03-2023 12:20:03
3,Douglas,3.0,16-04-2023 02:09:46
4,Morgan,3.0,09-04-2023 17:42:12
5,Kelly,5.0,19-04-2023 12:15:37
5,Kirsten,5.0,05-01-2023 06:39:03
2,Alyssa,5.0,11-03-2023 19:55:45
2,Joan,1.0,27-02-2023 09:20:20
3,George,5.0,21-02-2023 09:33:11
2,Nicole,5.0,07-03-2023 15:05:50
2,Stephen,1.0,05-04-2023 04:32:21
1,Johnny,4.0,25-04-2023 00:20:57
5,Monique,5.0,03-01-2023 10:00:33
1,Kristine,4.0,28-06-2023 11:28:18
3,John,1.0,20-05-2023 06:53:34
1,Jeanette,3.0,04-03-2023 10:20:27
2,Mark,5.0,16-03-2023 17:02:02
5,Mark,1.0,07-05-2023 00:47:12
2,John,3.0,17-03-2023 19:29:41
2,Eric,3.0,01-04-2023 17:14:39
1,Patrick,5.0,01-06-2023 15:17:27
5,Sandy,1.0,19-06-2023 21:17:27
3,Joseph,5.0,25-06-2023 23:56:31
1,Julia,4.0,17-03-2023 13:33:27
4,Joseph,5.0,03-02-2023 11:26:52
5,Caitlyn,2.0,24-04-2023 17:23:13
5,Victoria,5.0,30-03-2023 21:01:01
1,Maria,4.0,08-03-2023 06:36:28
3,Erica,5.0,16-05-2023 09:58:38
1,Shane,5.0,16-03-2023 08:20:27
4,Erica,3.0,16-04-2023 08:49:38
2,Jessica,5.0,31-05-2023 06:10:48
4,Shannon,1.0,13-01-2023 07:11:59
1,Maria,5.0,18-04-2023 01:05:57
3,Michael,2.0,19-04-2023 08:36:36
3,Robert,3.0,23-02-2023 17:04:49
4,Sharon,1.0,13-02-2023 06:13:02
1,Jeremy,3.0,31-01-2023 11:28:13
3,Lee,4.0,01-04-2023 10:09:33
5,Carrie,3.0,22-03-2023 22:03:08
3,Penny,2.0,19-05-2023 05:23:41
3,Charlotte,4.0,16-06-2023 05:23:56
4,Barbara,2.0,26-03-2023 06:15:27
5,Rebecca,5.0,30-01-2023 20:42:31
4,Felicia,2.0,12-06-2023 15:56:31
5,Lindsay,1.0,22-04-2023 01:59:46
2,Morgan,1.0,04-05-2023 08:19:11
1,Scott,3.0,11-05-2023 13:54:00
4,Amber,5.0,19-03-2023 01:17:18
1,Megan,2.0,18-03-2023 21:00:09
4,Pamela,5.0,28-04-2023 01:31:46
2,Michael,5.0,05-04-2023 03:56:36
1,Ryan,3.0,11-05-2023 21:44:13
5,Peter,2.0,03-01-2023 01:08:31
1,Jason,4.0,15-04-2023 10:58:50
3,Tiffany,4.0,14-06-2023 01:51:46
1,Lori,2.0,15-02-2023 07:12:55
2,Mario,2.0,06-04-2023 06:18:04
2,Sara,1.0,02-05-2023 13:00:12
4,John,5.0,14-02-2023 20:02:21
3,Stephanie,2.0,30-05-2023 09:06:33
5,Kathleen,3.0,21-05-2023 16:31:29
3,Justin,1.0,14-04-2023 07:10:39
1,Mary,2.0,03-04-2023 07:33:23
4,Daniel,1.0,10-05-2023 02:50:25
4,Brian,1.0,10-04-2023 07:39:44
1,Chad,5.0,20-02-2023 04:07:09
3,Carolyn,3.0,25-03-2023 03:50:23
4,Daniel,1.0,21-06-2023 19:10:07
1,Alicia,3.0,29-06-2023 13:37:10
5,Cathy,2.0,26-04-2023 16:53:36
1,Katherine,3.0,20-04-2023 12:58:31
2,Anthony,5.0,04-03-2023 00:01:06
1,Edward,2.0,04-06-2023 13:48:14
1,Brian,5.0,28-05-2023 20:27:52
2,Arthur,5.0,21-06-2023 11:25:50
5,Clifford,4.0,08-06-2023 15:11:41
5,Tracy,5.0,08-01-2023 23:38:16
5,Stacey,2.0,06-03-2023 15:35:54
4,Pamela,3.0,17-03-2023 21:23:47
1,Amy,1.0,29-03-2023 14:23:51
3,Rebecca,2.0,23-05-2023 16:11:08
1,Ashley,4.0,27-03-2023 06:08:06
3,Brandi,2.0,25-03-2023 04:14:11
3,Billy,2.0,06-05-2023 23:37:25
1,Michael,2.0,11-04-2023 23:53:16
2,Kelly,1.0,25-03-2023 19:17:41
5,Sarah,3.0,23-06-2023 08:17:27
2,Daniel,3.0,21-01-2023 08:59:08
3,Pamela,2.0,18-06-2023 10:33:49
1,Zoe,2.0,04-03-2023 21:32:23
3,Shane,2.0,26-05-2023 13:49:26
1,Michael,5.0,21-06-2023 11:42:37
3,Rachel,2.0,09-01-2023 18:09:10
3,Teresa,5.0,23-05-2023 06:15:31
2,Anna,5.0,25-06-2023 20:21:10
2,Janet,5.0,31-01-2023 03:44:47
3,John,4.0,22-03-2023 11:24:12
2,Jacob,2.0,18-01-2023 16:49:42
3,Sherry,1.0,21-02-2023 03:54:26
5,Matthew,4.0,24-02-2023 09:32:59
4,Sean,1.0,01-06-2023 16:33:59
2,Angela,5.0,24-04-2023 00:39:13
3,Randy,2.0,08-05-2023 05:48:36
3,Michelle,5.0,24-01-2023 12:44:07
2,Caitlin,1.0,14-03-2023 00:04:12
1,Stephen,5.0,07-01-2023 02:03:23
5,Tiffany,2.0,05-04-2023 11:05:14
4,Nicole,5.0,21-06-2023 23:30:41
4,Jeffery,4.0,21-06-2023 17:58:00
4,Diane,3.0,06-02-2023 22:55:31
5,Joseph,3.0,29-03-2023 04:44:21
3,Teresa,2.0,21-02-2023 22:06:59
1,Tracy,3.0,19-04-2023 03:38:06
1,Amy,5.0,15-03-2023 03:41:48
4,Nicholas,1.0,05-03-2023 03:13:38
1,Brent,3.0,19-01-2023 00:46:04
1,Mark,4.0,06-06-2023 01:14:26
5,Angela,4.0,26-04-2023 02:05:21
1,Hannah,5.0,01-03-2023 13:57:35
4,Kimberly,2.0,27-04-2023 07:48:32
2,Brian,3.0,15-06-2023 07:30:26
2,Carl,4.0,12-03-2023 03:51:13
3,Danielle,3.0,29-01-2023 08:04:38
2,Bryan,1.0,17-04-2023 05:32:11
3,Shawn,3.0,04-04-2023 17:54:56
4,Alyssa,3.0,27-02-2023 21:05:05
5,Jesse,4.0,23-03-2023 00:01:16
1,Miranda,4.0,16-03-2023 08:06:13
3,Lisa,2.0,03-03-2023 03:05:49
3,Robert,3.0,04-05-2023 17:51:13
5,Melanie,1.0,14-03-2023 21:07:12
2,Ashley,2.0,17-03-2023 22:54:27
2,Jason,3.0,21-06-2023 01:56:29
4,James,5.0,08-06-2023 11:40:07
5,Donna,5.0,02-01-2023 14:51:17
5,Wyatt,5.0,29-03-2023 08:49:30
4,Isabel,2.0,17-05-2023 05:30:32
4,Chelsea,5.0,26-06-2023 04:42:33
1,Beth,4.0,28-04-2023 02:00:15
3,Theresa,1.0,10-01-2023 01:30:28
3,Ashley,1.0,09-04-2023 11:21:20
4,Joshua,5.0,15-06-2023 10:42:55
3,Kathleen,4.0,27-03-2023 14:04:23
4,Michael,3.0,29-03-2023 11:58:45
2,Rachel,5.0,04-06-2023 21:19:20
2,Victor,3.0,12-05-2023 10:47:43
1,Patricia,1.0,06-02-2023 23:07:15
3,Alan,3.0,13-04-2023 16:07:23
3,Jenna,4.0,27-01-2023 01:15:06
4,Michael,3.0,28-01-2023 09:41:50
3,Levi,2.0,13-06-2023 05:35:43
2,Matthew,5.0,21-03-2023 20:52:16
5,Troy,3.0,11-04-2023 14:27:37
3,Nicole,1.0,06-03-2023 18:16:32
5,Kelsey,2.0,22-02-2023 02:48:27
5,Michael,5.0,11-06-2023 11:15:46
3,Elizabeth,1.0,12-02-2023 08:52:40
1,Debra,4.0,09-05-2023 06:09:39
3,Nicole,3.0,17-04-2023 18:25:56
2,David,3.0,01-05-2023 04:14:25
4,Michael,2.0,25-04-2023 00:20:53
